,D,G_pv,G_w,P_spot,P_pv_use,P_w_use,P_ch,P_dis,E,P_grid_imp,P_grid_exp,price,load,gen_ren
2024-11-26T13:00:00.000,0,0,0,0.11219,0,0,0,0,1453.3667,0,0,0.11219,0,0
2024-11-26T14:00:00.000,0,0,0,0.16856000000000002,0,0,0,0,1453.3667,0,0,0.16856000000000002,0,0
2024-11-26T15:00:00.000,0,0,0,0.14709,0,0,0,0,1453.3667,0,0,0.14709,0,0
2024-11-26T16:00:00.000,0,0,0,0.20003,0,0,0,0,1453.3667,0,0,0.20003,0,0
2024-11-26T17:00:00.000,0,0,0,0.20005,0,0,0,0,1453.3667,0,0,0.20005,0,0
2024-11-26T18:00:00.000,0,0,0,0.18999000000000002,0,0,0,0,1453.3667,0,0,0.18999000000000002,0,0
2024-11-26T19:00:00.000,0,0,0,0.158,0,0,0,0,1453.3667,0,0,0.158,0,0
2024-11-26T20:00:00.000,0,0,0,0.13605,0,0,0,0,1453.3667,0,0,0.13605,0,0
2024-11-26T21:00:00.000,0,0,0,0.12705,0,0,0,0,1453.3667,0,0,0.12705,0,0
2024-11-26T22:00:00.000,0,0,0,0.1154,0,0,0,0,1453.3667,0,0,0.1154,0,0
2024-11-26T23:00:00.000,0,0,0,0.04507,0,0,0,0,1453.3667,0,0,0.04507,0,0
2024-11-27T00:00:00.000,0,0,0,0.03529,0,0,0,0,1453.3667,0,0,0.03529,0,0
2024-11-27T01:00:00.000,0,0,0,0.03854,0,0,0,0,1453.3667,0,0,0.03854,0,0
2024-11-27T02:00:00.000,0,0,0,0.03721,0,0,0,0,1453.3667,0,0,0.03721,0,0
2024-11-27T03:00:00.000,0,0,0,0.037770000000000005,0,0,0,0,1453.3667,0,0,0.037770000000000005,0,0
2024-11-27T04:00:00.000,0,0,0,0.039189999999999996,0,0,0,0,1453.3667,0,0,0.039189999999999996,0,0
2024-11-27T05:00:00.000,0,0,0,0.07995000000000001,0,0,0,0,1453.3667,0,0,0.07995000000000001,0,0
2024-11-27T06:00:00.000,0,0,0,0.13052,0,0,0,0,1453.3667,0,0,0.13052,0,0
2024-11-27T07:00:00.000,0,0,0,0.17104,0,0,0,0,1453.3667,0,0,0.17104,0,0
2024-11-27T08:00:00.000,0,0,0,0.18608000000000002,0,0,0,0,1453.3667,0,0,0.18608000000000002,0,0
2024-11-27T09:00:00.000,0,0,0,0.19,0,0,0,0,1453.3667,0,0,0.19,0,0
2024-11-27T10:00:00.000,0,0,0,0.1757,0,0,0,0,1453.3667,0,0,0.1757,0,0
2024-11-27T11:00:00.000,0,0,0,0.16084,0,0,0,0,1453.3667,0,0,0.16084,0,0
2024-11-27T12:00:00.000,0,0,0,0.16058,0,0,0,0,1453.3667,0,0,0.16058,0,0
2024-11-27T13:00:00.000,0,0,0,0.15928,0,0,0,0,1453.3667,0,0,0.15928,0,0
2024-11-27T14:00:00.000,0,0,0,0.1763,0,0,0,0,1453.3667,0,0,0.1763,0,0
2024-11-27T15:00:00.000,0,0,0,0.20009,0,0,0,0,1453.3667,0,0,0.20009,0,0
2024-11-27T16:00:00.000,0,0,0,0.20006000000000002,0,0,0,0,1453.3667,0,0,0.20006000000000002,0,0
2024-11-27T17:00:00.000,0,0,0,0.20006000000000002,0,0,0,0,1453.3667,0,0,0.20006000000000002,0,0
2024-11-27T18:00:00.000,0,0,0,0.18508000000000002,0,0,0,0,1453.3667,0,0,0.18508000000000002,0,0
2024-11-27T19:00:00.000,0,0,0,0.19044999999999998,0,0,0,0,1453.3667,0,0,0.19044999999999998,0,0
2024-11-27T20:00:00.000,0,0,0,0.16343000000000002,0,0,0,0,1453.3667,0,0,0.16343000000000002,0,0
2024-11-27T21:00:00.000,0,0,0,0.13408,0,0,0,0,1453.3667,0,0,0.13408,0,0
2024-11-27T22:00:00.000,0,0,0,0.10912999999999999,0,0,0,0,1453.3667,0,0,0.10912999999999999,0,0
2024-11-27T23:00:00.000,0,0,0,0.07234,0,0,0,0,1453.3667,0,0,0.07234,0,0
2024-11-28T00:00:00.000,0,0,0,0.07503,0,0,0,0,1453.3667,0,0,0.07503,0,0
2024-11-28T01:00:00.000,0,0,0,0.08466,0,0,0,0,1453.3667,0,0,0.08466,0,0
2024-11-28T02:00:00.000,0,0,0,0.07214,0,0,0,0,1453.3667,0,0,0.07214,0,0
2024-11-28T03:00:00.000,0,0,0,0.06143,0,0,0,0,1453.3667,0,0,0.06143,0,0
2024-11-28T04:00:00.000,0,0,0,0.05945,0,0,0,0,1453.3667,0,0,0.05945,0,0
2024-11-28T05:00:00.000,0,0,0,0.08479,0,0,0,0,1453.3667,0,0,0.08479,0,0
2024-11-28T06:00:00.000,0,0,0,0.07511,0,0,0,0,1453.3667,0,0,0.07511,0,0
2024-11-28T07:00:00.000,0,0,0,0.12994,0,0,0,0,1453.3667,0,0,0.12994,0,0
2024-11-28T08:00:00.000,0,0,0,0.14407,0,0,0,0,1453.3667,0,0,0.14407,0,0
2024-11-28T09:00:00.000,0,0,0,0.14403,0,0,0,0,1453.3667,0,0,0.14403,0,0
2024-11-28T10:00:00.000,0,0,0,0.14409,0,0,0,0,1453.3667,0,0,0.14409,0,0
2024-11-28T11:00:00.000,0,0,0,0.14408,0,0,0,0,1453.3667,0,0,0.14408,0,0
2024-11-28T12:00:00.000,0,0,0,0.16202,0,0,0,0,1453.3667,0,0,0.16202,0,0
2024-11-28T13:00:00.000,0,0,0,0.16259,0,0,0,0,1453.3667,0,0,0.16259,0,0
2024-11-28T14:00:00.000,0,0,0,0.16913999999999998,0,0,0,0,1453.3667,0,0,0.16913999999999998,0,0
2024-11-28T15:00:00.000,0,0,0,0.15766999999999998,0,0,0,0,1453.3667,0,0,0.15766999999999998,0,0
2024-11-28T16:00:00.000,0,0,0,0.17349,0,0,0,0,1453.3667,0,0,0.17349,0,0
2024-11-28T17:00:00.000,0,0,0,0.15909,0,0,0,0,1453.3667,0,0,0.15909,0,0
2024-11-28T18:00:00.000,0,0,0,0.17598,0,0,0,0,1453.3667,0,0,0.17598,0,0
2024-11-28T19:00:00.000,0,0,0,0.16493,0,0,0,0,1453.3667,0,0,0.16493,0,0
2024-11-28T20:00:00.000,0,0,0,0.16047999999999998,0,0,0,0,1453.3667,0,0,0.16047999999999998,0,0
2024-11-28T21:00:00.000,0,0,0,0.1441,0,0,0,0,1453.3667,0,0,0.1441,0,0
2024-11-28T22:00:00.000,0,0,0,0.13219999999999998,0,0,0,0,1453.3667,0,0,0.13219999999999998,0,0
2024-11-28T23:00:00.000,0,0,0,0.1134,0,0,0,0,1453.3667,0,0,0.1134,0,0
2024-11-29T00:00:00.000,0,0,0,0.06377000000000001,0,0,0,0,1453.3667,0,0,0.06377000000000001,0,0
2024-11-29T01:00:00.000,0,0,0,0.1103,0,0,0,0,1453.3667,0,0,0.1103,0,0
2024-11-29T02:00:00.000,0,0,0,0.0891,0,0,0,0,1453.3667,0,0,0.0891,0,0
2024-11-29T03:00:00.000,0,0,0,0.09623999999999999,0,0,0,0,1453.3667,0,0,0.09623999999999999,0,0
2024-11-29T04:00:00.000,0,0,0,0.09512999999999999,0,0,0,0,1453.3667,0,0,0.09512999999999999,0,0
2024-11-29T05:00:00.000,0,0,0,0.10576,0,0,0,0,1453.3667,0,0,0.10576,0,0
2024-11-29T06:00:00.000,0,0,0,0.11577,0,0,0,0,1453.3667,0,0,0.11577,0,0
2024-11-29T07:00:00.000,0,0,0,0.15161000000000002,0,0,0,0,1453.3667,0,0,0.15161000000000002,0,0
2024-11-29T08:00:00.000,0,0,0,0.18537,0,0,0,0,1453.3667,0,0,0.18537,0,0
2024-11-29T09:00:00.000,0,0,0,0.19069,0,0,0,0,1453.3667,0,0,0.19069,0,0
2024-11-29T10:00:00.000,0,0,0,0.16959,0,0,0,0,1453.3667,0,0,0.16959,0,0
2024-11-29T11:00:00.000,0,0,0,0.14933000000000002,0,0,0,0,1453.3667,0,0,0.14933000000000002,0,0
2024-11-29T12:00:00.000,0,0,0,0.13957,0,0,0,0,1453.3667,0,0,0.13957,0,0
2024-11-29T13:00:00.000,0,0,0,0.13233,0,0,0,0,1453.3667,0,0,0.13233,0,0
2024-11-29T14:00:00.000,0,0,0,0.17683000000000001,0,0,0,0,1453.3667,0,0,0.17683000000000001,0,0
2024-11-29T15:00:00.000,0,0,0,0.16601,0,0,0,0,1453.3667,0,0,0.16601,0,0
2024-11-29T16:00:00.000,0,0,0,0.18174,0,0,0,0,1453.3667,0,0,0.18174,0,0
2024-11-29T17:00:00.000,0,0,0,0.19,0,0,0,0,1453.3667,0,0,0.19,0,0
2024-11-29T18:00:00.000,0,0,0,0.15506999999999999,0,0,0,0,1453.3667,0,0,0.15506999999999999,0,0
2024-11-29T19:00:00.000,0,0,0,0.15503,0,0,0,0,1453.3667,0,0,0.15503,0,0
2024-11-29T20:00:00.000,0,0,0,0.15508000000000002,0,0,0,0,1453.3667,0,0,0.15508000000000002,0,0
2024-11-29T21:00:00.000,0,0,0,0.08505,0,0,0,0,1453.3667,0,0,0.08505,0,0
2024-11-29T22:00:00.000,0,0,0,0.08419,0,0,0,0,1453.3667,0,0,0.08419,0,0
2024-11-29T23:00:00.000,0,0,0,0.049030000000000004,0,0,0,0,1453.3667,0,0,0.049030000000000004,0,0
2024-11-30T00:00:00.000,0,0,0,0.045,0,0,0,0,1453.3667,0,0,0.045,0,0
2024-11-30T01:00:00.000,0,0,0,0.032299999999999995,0,0,0,0,1453.3667,0,0,0.032299999999999995,0,0
2024-11-30T02:00:00.000,0,0,0,0.03204,0,0,0,0,1453.3667,0,0,0.03204,0,0
2024-11-30T03:00:00.000,0,0,0,0.03198,0,0,0,0,1453.3667,0,0,0.03198,0,0
2024-11-30T04:00:00.000,0,0,0,0.03018,0,0,0,0,1453.3667,0,0,0.03018,0,0
2024-11-30T05:00:00.000,0,0,0,0.02912,0,0,0,0,1453.3667,0,0,0.02912,0,0
2024-11-30T06:00:00.000,0,0,0,0.06,0,0,0,0,1453.3667,0,0,0.06,0,0
2024-11-30T07:00:00.000,0,0,0,0.11862,0,0,0,0,1453.3667,0,0,0.11862,0,0
2024-11-30T08:00:00.000,0,0,0,0.08733,0,0,0,0,1453.3667,0,0,0.08733,0,0
2024-11-30T09:00:00.000,0,0,0,0.09805,0,0,0,0,1453.3667,0,0,0.09805,0,0
2024-11-30T10:00:00.000,0,0,0,0.09201000000000001,0,0,0,0,1453.3667,0,0,0.09201000000000001,0,0
2024-11-30T11:00:00.000,0,0,0,0.1,0,0,0,0,1453.3667,0,0,0.1,0,0
2024-11-30T12:00:00.000,0,0,0,0.09992,0,0,0,0,1453.3667,0,0,0.09992,0,0
2024-11-30T13:00:00.000,0,0,0,0.085,0,0,0,0,1453.3667,0,0,0.085,0,0
2024-11-30T14:00:00.000,0,0,0,0.0836,0,0,0,0,1453.3667,0,0,0.0836,0,0
2024-11-30T15:00:00.000,0,0,0,0.085,0,0,0,0,1453.3667,0,0,0.085,0,0
2024-11-30T16:00:00.000,0,0,0,0.08508,0,0,0,0,1453.3667,0,0,0.08508,0,0
2024-11-30T17:00:00.000,0,0,0,0.08499,0,0,0,0,1453.3667,0,0,0.08499,0,0
2024-11-30T18:00:00.000,0,0,0,0.03773,0,0,0,0,1453.3667,0,0,0.03773,0,0
2024-11-30T19:00:00.000,0,0,0,0.026920000000000003,0,0,0,0,1453.3667,0,0,0.026920000000000003,0,0
2024-11-30T20:00:00.000,0,0,0,0.02512,0,0,0,0,1453.3667,0,0,0.02512,0,0
2024-11-30T21:00:00.000,0,0,0,0.02451,0,0,0,0,1453.3667,0,0,0.02451,0,0
2024-11-30T22:00:00.000,0,0,0,0.03501,0,0,0,0,1453.3667,0,0,0.03501,0,0
2024-11-30T23:00:00.000,0,0,0,0.026600000000000002,0,0,0,0,1453.3667,0,0,0.026600000000000002,0,0
2024-12-01T00:00:00.000,0,0,0,0.02206,0,0,0,0,1453.3667,0,0,0.02206,0,0
2024-12-01T01:00:00.000,0,0,0,0.02087,0,0,0,0,1453.3667,0,0,0.02087,0,0
2024-12-01T02:00:00.000,0,0,0,0.02054,0,0,0,0,1453.3667,0,0,0.02054,0,0
2024-12-01T03:00:00.000,0,0,0,0.0205,0,0,0,0,1453.3667,0,0,0.0205,0,0
2024-12-01T04:00:00.000,0,0,0,0.02057,0,0,0,0,1453.3667,0,0,0.02057,0,0
2024-12-01T05:00:00.000,0,0,0,0.02075,0,0,0,0,1453.3667,0,0,0.02075,0,0
2024-12-01T06:00:00.000,0,0,0,0.02093,0,0,0,0,1453.3667,0,0,0.02093,0,0
2024-12-01T07:00:00.000,0,0,0,0.02102,0,0,0,0,1453.3667,0,0,0.02102,0,0
2024-12-01T08:00:00.000,0,0,0,0.02163,0,0,0,0,1453.3667,0,0,0.02163,0,0
2024-12-01T09:00:00.000,0,0,0,0.02154,0,0,0,0,1453.3667,0,0,0.02154,0,0
2024-12-01T10:00:00.000,0,0,0,0.0217,0,0,0,0,1453.3667,0,0,0.0217,0,0
2024-12-01T11:00:00.000,0,0,0,0.02178,0,0,0,0,1453.3667,0,0,0.02178,0,0
2024-12-01T12:00:00.000,0,0,0,0.02503,0,0,0,0,1453.3667,0,0,0.02503,0,0
2024-12-01T13:00:00.000,0,0,0,0.07995000000000001,0,0,0,0,1453.3667,0,0,0.07995000000000001,0,0
2024-12-01T14:00:00.000,0,0,0,0.07998999999999999,0,0,0,0,1453.3667,0,0,0.07998999999999999,0,0
2024-12-01T15:00:00.000,0,0,0,0.0841,0,0,0,0,1453.3667,0,0,0.0841,0,0
2024-12-01T16:00:00.000,0,0,0,0.08502,0,0,0,0,1453.3667,0,0,0.08502,0,0
2024-12-01T17:00:00.000,0,0,0,0.10754999999999999,0,0,0,0,1453.3667,0,0,0.10754999999999999,0,0
2024-12-01T18:00:00.000,0,0,0,0.09984,0,0,0,0,1453.3667,0,0,0.09984,0,0
2024-12-01T19:00:00.000,0,0,0,0.05738,0,0,0,0,1453.3667,0,0,0.05738,0,0
2024-12-01T20:00:00.000,0,0,0,0.04021,0,0,0,0,1453.3667,0,0,0.04021,0,0
2024-12-01T21:00:00.000,0,0,0,0.025079999999999998,0,0,0,0,1453.3667,0,0,0.025079999999999998,0,0
2024-12-01T22:00:00.000,0,0,0,0.018940000000000002,0,0,0,0,1453.3667,0,0,0.018940000000000002,0,0
2024-12-01T23:00:00.000,0,0,0,0.025,0,0,0,0,1453.3667,0,0,0.025,0,0
2024-12-02T00:00:00.000,0,0,0,0.01735,0,0,0,0,1453.3667,0,0,0.01735,0,0
2024-12-02T01:00:00.000,0,0,0,0.023989999999999997,0,0,0,0,1453.3667,0,0,0.023989999999999997,0,0
2024-12-02T02:00:00.000,0,0,0,0.02502,0,0,0,0,1453.3667,0,0,0.02502,0,0
2024-12-02T03:00:00.000,0,0,0,0.025,0,0,0,0,1453.3667,0,0,0.025,0,0
2024-12-02T04:00:00.000,0,0,0,0.02502,0,0,0,0,1453.3667,0,0,0.02502,0,0
2024-12-02T05:00:00.000,0,0,0,0.008490000000000001,0,0,0,0,1453.3667,0,0,0.008490000000000001,0,0
2024-12-02T06:00:00.000,0,0,0,0.03505,0,0,0,0,1453.3667,0,0,0.03505,0,0
2024-12-02T07:00:00.000,0,0,0,0.0841,0,0,0,0,1453.3667,0,0,0.0841,0,0
2024-12-02T08:00:00.000,0,0,0,0.14654,0,0,0,0,1453.3667,0,0,0.14654,0,0
2024-12-02T09:00:00.000,0,0,0,0.15144,0,0,0,0,1453.3667,0,0,0.15144,0,0
2024-12-02T10:00:00.000,0,0,0,0.11008,0,0,0,0,1453.3667,0,0,0.11008,0,0
2024-12-02T11:00:00.000,0,0,0,0.09304000000000001,0,0,0,0,1453.3667,0,0,0.09304000000000001,0,0
2024-12-02T12:00:00.000,0,0,0,0.08409,0,0,0,0,1453.3667,0,0,0.08409,0,0
2024-12-02T13:00:00.000,0,0,0,0.0841,0,0,0,0,1453.3667,0,0,0.0841,0,0
2024-12-02T14:00:00.000,0,0,0,0.0841,0,0,0,0,1453.3667,0,0,0.0841,0,0
2024-12-02T15:00:00.000,0,0,0,0.11001999999999999,0,0,0,0,1453.3667,0,0,0.11001999999999999,0,0
2024-12-02T16:00:00.000,0,0,0,0.11004000000000001,0,0,0,0,1453.3667,0,0,0.11004000000000001,0,0
2024-12-02T17:00:00.000,0,0,0,0.11003,0,0,0,0,1453.3667,0,0,0.11003,0,0
2024-12-02T18:00:00.000,0,0,0,0.11003,0,0,0,0,1453.3667,0,0,0.11003,0,0
2024-12-02T19:00:00.000,0,0,0,0.0841,0,0,0,0,1453.3667,0,0,0.0841,0,0
2024-12-02T20:00:00.000,0,0,0,0.0841,0,0,0,0,1453.3667,0,0,0.0841,0,0
2024-12-02T21:00:00.000,0,0,0,0.07998000000000001,0,0,0,0,1453.3667,0,0,0.07998000000000001,0,0
2024-12-02T22:00:00.000,0,0,0,0.039229999999999994,0,0,0,0,1453.3667,0,0,0.039229999999999994,0,0
2024-12-02T23:00:00.000,0,0,0,0.03418,0,0,0,0,1453.3667,0,0,0.03418,0,0
2024-12-03T00:00:00.000,0,0,0,0.02614,0,0,0,0,1453.3667,0,0,0.02614,0,0
2024-12-03T01:00:00.000,0,0,0,0.02461,0,0,0,0,1453.3667,0,0,0.02461,0,0
2024-12-03T02:00:00.000,0,0,0,0.02459,0,0,0,0,1453.3667,0,0,0.02459,0,0
2024-12-03T03:00:00.000,0,0,0,0.0089,0,0,0,0,1453.3667,0,0,0.0089,0,0
2024-12-03T04:00:00.000,0,0,0,0.00828,0,0,0,0,1453.3667,0,0,0.00828,0,0
2024-12-03T05:00:00.000,0,0,0,0.018940000000000002,0,0,0,0,1453.3667,0,0,0.018940000000000002,0,0
2024-12-03T06:00:00.000,0,0,0,0.04957,0,0,0,0,1453.3667,0,0,0.04957,0,0
2024-12-03T07:00:00.000,0,0,0,0.0856,0,0,0,0,1453.3667,0,0,0.0856,0,0
2024-12-03T08:00:00.000,0,0,0,0.14248,0,0,0,0,1453.3667,0,0,0.14248,0,0
2024-12-03T09:00:00.000,0,0,0,0.15499000000000002,0,0,0,0,1453.3667,0,0,0.15499000000000002,0,0
2024-12-03T10:00:00.000,0,0,0,0.14463,0,0,0,0,1453.3667,0,0,0.14463,0,0
2024-12-03T11:00:00.000,0,0,0,0.12755,0,0,0,0,1453.3667,0,0,0.12755,0,0
2024-12-03T12:00:00.000,0,0,0,0.14497,0,0,0,0,1453.3667,0,0,0.14497,0,0
2024-12-03T13:00:00.000,0,0,0,0.12494,0,0,0,0,1453.3667,0,0,0.12494,0,0
2024-12-03T14:00:00.000,0,0,0,0.15803999999999999,0,0,0,0,1453.3667,0,0,0.15803999999999999,0,0
2024-12-03T15:00:00.000,0,0,0,0.15,0,0,0,0,1453.3667,0,0,0.15,0,0
2024-12-03T16:00:00.000,0,0,0,0.09512000000000001,0,0,0,0,1453.3667,0,0,0.09512000000000001,0,0
2024-12-03T17:00:00.000,0,0,0,0.09722,0,0,0,0,1453.3667,0,0,0.09722,0,0
2024-12-03T18:00:00.000,0,0,0,0.18256999999999998,0,0,0,0,1453.3667,0,0,0.18256999999999998,0,0
2024-12-03T19:00:00.000,0,0,0,0.16877,0,0,0,0,1453.3667,0,0,0.16877,0,0
2024-12-03T20:00:00.000,0,0,0,0.15847,0,0,0,0,1453.3667,0,0,0.15847,0,0
2024-12-03T21:00:00.000,0,0,0,0.13899,0,0,0,0,1453.3667,0,0,0.13899,0,0
2024-12-03T22:00:00.000,0,0,0,0.11974,0,0,0,0,1453.3667,0,0,0.11974,0,0
2024-12-03T23:00:00.000,0,0,0,0.0856,0,0,0,0,1453.3667,0,0,0.0856,0,0
2024-12-04T00:00:00.000,0,0,0,0.04819,0,0,0,0,1453.3667,0,0,0.04819,0,0
2024-12-04T01:00:00.000,0,0,0,0.03882,0,0,0,0,1453.3667,0,0,0.03882,0,0
2024-12-04T02:00:00.000,0,0,0,0.04056,0,0,0,0,1453.3667,0,0,0.04056,0,0
2024-12-04T03:00:00.000,0,0,0,0.04321,0,0,0,0,1453.3667,0,0,0.04321,0,0
2024-12-04T04:00:00.000,0,0,0,0.04809,0,0,0,0,1453.3667,0,0,0.04809,0,0
2024-12-04T05:00:00.000,0,0,0,0.05875,0,0,0,0,1453.3667,0,0,0.05875,0,0
2024-12-04T06:00:00.000,0,0,0,0.07134,0,0,0,0,1453.3667,0,0,0.07134,0,0
2024-12-04T07:00:00.000,0,0,0,0.1443,0,0,0,0,1453.3667,0,0,0.1443,0,0
2024-12-04T08:00:00.000,0,0,0,0.20754,0,0,0,0,1453.3667,0,0,0.20754,0,0
2024-12-04T09:00:00.000,0,0,0,0.27279000000000003,0,0,0,0,1453.3667,0,0,0.27279000000000003,0,0
2024-12-04T10:00:00.000,0,0,0,0.24822,0,0,0,0,1453.3667,0,0,0.24822,0,0
2024-12-04T11:00:00.000,0,0,0,0.21628,0,0,0,0,1453.3667,0,0,0.21628,0,0
2024-12-04T12:00:00.000,0,0,0,0.20275,0,0,0,0,1453.3667,0,0,0.20275,0,0
2024-12-04T13:00:00.000,0,0,0,0.20645,0,0,0,0,1453.3667,0,0,0.20645,0,0
2024-12-04T14:00:00.000,0,0,0,0.20008,0,0,0,0,1453.3667,0,0,0.20008,0,0
2024-12-04T15:00:00.000,0,0,0,0.22518000000000002,0,0,0,0,1453.3667,0,0,0.22518000000000002,0,0
2024-12-04T16:00:00.000,0,0,0,0.24671,0,0,0,0,1453.3667,0,0,0.24671,0,0
2024-12-04T17:00:00.000,0,0,0,0.25007,0,0,0,0,1453.3667,0,0,0.25007,0,0
2024-12-04T18:00:00.000,0,0,0,0.2374,0,0,0,0,1453.3667,0,0,0.2374,0,0
2024-12-04T19:00:00.000,0,0,0,0.20349,0,0,0,0,1453.3667,0,0,0.20349,0,0
2024-12-04T20:00:00.000,0,0,0,0.13598,0,0,0,0,1453.3667,0,0,0.13598,0,0
2024-12-04T21:00:00.000,0,0,0,0.14085,0,0,0,0,1453.3667,0,0,0.14085,0,0
2024-12-04T22:00:00.000,0,0,0,0.13973,0,0,0,0,1453.3667,0,0,0.13973,0,0
2024-12-04T23:00:00.000,0,0,0,0.09651,0,0,0,0,1453.3667,0,0,0.09651,0,0
2024-12-05T00:00:00.000,0,0,0,0.06379,0,0,0,0,1453.3667,0,0,0.06379,0,0
2024-12-05T01:00:00.000,0,0,0,0.05702,0,0,0,0,1453.3667,0,0,0.05702,0,0
2024-12-05T02:00:00.000,0,0,0,0.09995,0,0,0,0,1453.3667,0,0,0.09995,0,0
2024-12-05T03:00:00.000,0,0,0,0.10371,0,0,0,0,1453.3667,0,0,0.10371,0,0
2024-12-05T04:00:00.000,0,0,0,0.10412,0,0,0,0,1453.3667,0,0,0.10412,0,0
2024-12-05T05:00:00.000,0,0,0,0.10759,0,0,0,0,1453.3667,0,0,0.10759,0,0
2024-12-05T06:00:00.000,0,0,0,0.12724,0,0,0,0,1453.3667,0,0,0.12724,0,0
2024-12-05T07:00:00.000,0,0,0,0.1658,0,0,0,0,1453.3667,0,0,0.1658,0,0
2024-12-05T08:00:00.000,0,0,0,0.20006000000000002,0,0,0,0,1453.3667,0,0,0.20006000000000002,0,0
2024-12-05T09:00:00.000,0,0,0,0.18002,0,0,0,0,1453.3667,0,0,0.18002,0,0
2024-12-05T10:00:00.000,0,0,0,0.12891999999999998,0,0,0,0,1453.3667,0,0,0.12891999999999998,0,0
2024-12-05T11:00:00.000,0,0,0,0.18999000000000002,0,0,0,0,1453.3667,0,0,0.18999000000000002,0,0
2024-12-05T12:00:00.000,0,0,0,0.20244,0,0,0,0,1453.3667,0,0,0.20244,0,0
2024-12-05T13:00:00.000,0,0,0,0.21008000000000002,0,0,0,0,1453.3667,0,0,0.21008000000000002,0,0
2024-12-05T14:00:00.000,0,0,0,0.20009,0,0,0,0,1453.3667,0,0,0.20009,0,0
2024-12-05T15:00:00.000,0,0,0,0.20008,0,0,0,0,1453.3667,0,0,0.20008,0,0
2024-12-05T16:00:00.000,0,0,0,0.20006000000000002,0,0,0,0,1453.3667,0,0,0.20006000000000002,0,0
2024-12-05T17:00:00.000,0,0,0,0.2001,0,0,0,0,1453.3667,0,0,0.2001,0,0
2024-12-05T18:00:00.000,0,0,0,0.17085,0,0,0,0,1453.3667,0,0,0.17085,0,0
2024-12-05T19:00:00.000,0,0,0,0.13898,0,0,0,0,1453.3667,0,0,0.13898,0,0
2024-12-05T20:00:00.000,0,0,0,0.12233,0,0,0,0,1453.3667,0,0,0.12233,0,0
2024-12-05T21:00:00.000,0,0,0,0.11020999999999999,0,0,0,0,1453.3667,0,0,0.11020999999999999,0,0
2024-12-05T22:00:00.000,0,0,0,0.10129,0,0,0,0,1453.3667,0,0,0.10129,0,0
2024-12-05T23:00:00.000,0,0,0,0.0451,0,0,0,0,1453.3667,0,0,0.0451,0,0
2024-12-06T00:00:00.000,0,0,0,0.05003,0,0,0,0,1453.3667,0,0,0.05003,0,0
2024-12-06T01:00:00.000,0,0,0,0.05738,0,0,0,0,1453.3667,0,0,0.05738,0,0
2024-12-06T02:00:00.000,0,0,0,0.05287,0,0,0,0,1453.3667,0,0,0.05287,0,0
2024-12-06T03:00:00.000,0,0,0,0.04876,0,0,0,0,1453.3667,0,0,0.04876,0,0
2024-12-06T04:00:00.000,0,0,0,0.047490000000000004,0,0,0,0,1453.3667,0,0,0.047490000000000004,0,0
2024-12-06T05:00:00.000,0,0,0,0.05036,0,0,0,0,1453.3667,0,0,0.05036,0,0
2024-12-06T06:00:00.000,0,0,0,0.055,0,0,0,0,1453.3667,0,0,0.055,0,0
2024-12-06T07:00:00.000,0,0,0,0.094,0,0,0,0,1453.3667,0,0,0.094,0,0
2024-12-06T08:00:00.000,0,0,0,0.114,0,0,0,0,1453.3667,0,0,0.114,0,0
2024-12-06T09:00:00.000,0,0,0,0.12978,0,0,0,0,1453.3667,0,0,0.12978,0,0
2024-12-06T10:00:00.000,0,0,0,0.106,0,0,0,0,1453.3667,0,0,0.106,0,0
2024-12-06T11:00:00.000,0,0,0,0.12577,0,0,0,0,1453.3667,0,0,0.12577,0,0
2024-12-06T12:00:00.000,0,0,0,0.08508,0,0,0,0,1453.3667,0,0,0.08508,0,0
2024-12-06T13:00:00.000,0,0,0,0.0902,0,0,0,0,1453.3667,0,0,0.0902,0,0
2024-12-06T14:00:00.000,0,0,0,0.12506,0,0,0,0,1453.3667,0,0,0.12506,0,0
2024-12-06T15:00:00.000,0,0,0,0.10432999999999999,0,0,0,0,1453.3667,0,0,0.10432999999999999,0,0
2024-12-06T16:00:00.000,0,0,0,0.16776,0,0,0,0,1453.3667,0,0,0.16776,0,0
2024-12-06T17:00:00.000,0,0,0,0.10754000000000001,0,0,0,0,1453.3667,0,0,0.10754000000000001,0,0
2024-12-06T18:00:00.000,0,0,0,0.1255,0,0,0,0,1453.3667,0,0,0.1255,0,0
2024-12-06T19:00:00.000,0,0,0,0.12818000000000002,0,0,0,0,1453.3667,0,0,0.12818000000000002,0,0
2024-12-06T20:00:00.000,0,0,0,0.16438999999999998,0,0,0,0,1453.3667,0,0,0.16438999999999998,0,0
2024-12-06T21:00:00.000,0,0,0,0.0838,0,0,0,0,1453.3667,0,0,0.0838,0,0
2024-12-06T22:00:00.000,0,0,0,0.0838,0,0,0,0,1453.3667,0,0,0.0838,0,0
2024-12-06T23:00:00.000,0,0,0,0.08234999999999999,0,0,0,0,1453.3667,0,0,0.08234999999999999,0,0
2024-12-07T00:00:00.000,0,0,0,0.06501,0,0,0,0,1453.3667,0,0,0.06501,0,0
2024-12-07T01:00:00.000,0,0,0,0.08943999999999999,0,0,0,0,1453.3667,0,0,0.08943999999999999,0,0
2024-12-07T02:00:00.000,0,0,0,0.08899,0,0,0,0,1453.3667,0,0,0.08899,0,0
